Reading_ID,Timestamp,Machine_ID,Equipment_Type,Location,Shift,Temperature,Pressure,Vibration,Humidity,Voltage,Current,RPM,Power_Consumption,Machine_Status,Age_Years,Maintenance_Due,Last_Maintenance_Days,Operating_Hours,Load_Percent,Ambient_Temp,Oil_Level,Noise_Level,Uptime_Hours,Downtime_Hours,Production_Count,Defect_Count,Sensor_ID,Firmware_Version,Anomaly_Flag,Temp_Rolling_Mean,Temp_Rolling_STD,Pressure_Rolling_Mean,Vibration_Rolling_Mean,Advanced_Predicted_Anomaly
RD501057,2024-02-06 18:37:00,MCH250,Robot,Factory 1,Morning,999.0,6.75,4.67,39.16,232.46,24.36,1975,21.62,Standby,1,No,52,17,43.83,36.89,83.77,67.0,2681,182,694,7,SEN4062,V2.1.2,0,236.10999999999999,426.52088864438986,6.17,21.607999999999997,1
RD437799,2024-05-30 10:06:00,MCH391,Hydraulic Press,Plant C,Day,67.77,3.8,25.81,79.18,208.83,33.83,1603,25.03,Offline,12,YES,10,20,29.73,37.47,41.06,89.71,3824,204,304,4,SEN8297,V4.2.9,0,241.57399999999998,423.5523926623482,5.478,26.662,1
RD183671,2024-06-04 04:29:00,MCH149,CNC Machine,Plant A,Day,79.92,4.99,43.47,63.03,230.33,7.44,2901,8.09,Running,5,YES,46,16,29.17,26.3,21.96,99.0,9781,490,331,5,SEN3838,V5.7.0,0,249.78400000000002,419.0144988302911,5.108,26.174,1
RD320737,2024-03-27 10:12:00,MCH289,Transformer,Warehouse 1,Night,500.0,8.93,31.29,48.48,206.23,37.52,2662,31.96,Faulty,3,YES,48,16,36.44,16.21,59.14,99.64,4827,399,7,6,SEN6968,V5.8.0,0,340.524,413.0151847450648,5.526000000000001,30.046,1
RD425999,2024-03-06 02:40:00,MCH309,Turbine,Unit 2,Morning,51.17,4.08,13.08,53.25,203.27,20.56,2833,30.99,Standby,2,no,52,16,96.24,40.36,69.43,50.56,2787,14,421,7,SEN4974,V3.3.7,0,339.572,413.8398338367152,5.71,23.663999999999998,1
RD608547,2024-04-15 02:32:00,MCH442,Pump,Unit 1,Day,68.79,2.54,32.7,41.54,224.67,28.27,2746,38.02,Idle,5,Yes,40,11,78.84,30.08,83.41,85.69,1274,299,8,9,SEN5958,V4.4.8,0,153.53,193.95431665729947,4.868,29.27,1
RD950729,2024-03-29 13:28:00,MCH890,Hydraulic Press,Factory 2,Day,67.56,8.23,13.0,59.97,203.97,14.55,2088,10.1,Faulty,10,no,42,7,94.88,22.02,85.38,66.56,9505,209,997,3,SEN4254,V4.9.2,1,153.488,193.97755171668703,5.754,26.708,1
RD878850,2024-05-27 17:32:00,MCH637,Turbine,Unit 1,Morning,84.09,7.29,21.09,51.6,229.43,32.35,1829,21.89,Offline,18,yes,57,5,51.69,40.09,90.43,76.64,8192,285,241,3,SEN6161,V3.1.9,1,154.32199999999997,193.5907515094665,6.214,22.232,1
RD745425,2024-05-30 15:02:00,MCH494,Motor,Unit 2,Night,78.51,6.3,14.49,67.33,223.14,45.76,1518,14.19,Running,11,yes,55,18,27.73,36.8,51.18,53.53,2747,331,243,10,SEN8584,V3.4.4,0,70.024,12.579069122951685,5.688000000000001,18.872000000000003,0
RD898159,2024-05-15 17:38:00,MCH572,Transformer,Factory 2,Night,28.91,4.34,36.45,57.4,243.79,6.34,1883,26.91,Standby,18,NO,25,18,65.95,23.14,51.18,90.18,6503,162,800,3,SEN9808,V2.2.5,0,65.572,21.61433598332358,5.74,23.546,0
RD723518,2024-05-19 08:12:00,MCH637,Hydraulic Press,Factory 1,Night,23.78,8.17,6.24,53.26,249.25,13.47,1708,20.14,Maintenance,7,Yes,30,15,91.73,18.89,70.24,78.54,4855,491,33,10,SEN3801,V5.1.3,0,56.57000000000001,28.283183165973316,3.96,18.254,0
RD528474,2024-01-12 11:33:00,MCH415,Generator,Unit 1,Night,22.13,8.17,17.27,53.09,209.96,6.63,1767,1.3,Maintenance,13,YES,53,0,56.9,28.33,91.78,66.84,875,222,290,9,SEN8622,V3.6.9,0,47.484,31.033491263472058,3.96,19.108,0
RD761729,2024-03-15 04:23:00,MCH990,Hydraulic Press,Warehouse 1,Night,61.29,4.36,30.22,49.45,248.76,43.09,1308,4.39,Maintenance,6,No,45,18,47.63,42.06,54.1,96.03,2850,348,836,9,SEN5968,V4.2.7,0,42.924,25.489942722571904,3.96,20.934,1
RD296843,2024-05-28 18:39:00,MCH214,Motor,Warehouse 2,Morning,41.5,1.75,46.25,56.12,248.76,11.2,2659,39.25,Maintenance,2,Yes,70,10,86.64,37.73,65.88,75.12,5032,173,377,10,SEN1842,V4.5.8,0,35.522000000000006,16.283926737737318,3.96,27.286,0
RD812829,2024-03-10 05:23:00,MCH539,Transformer,Factory 2,Afternoon,38.53,1.78,2.38,41.99,213.48,23.36,2220,42.9,Offline,10,yes,78,2,39.71,27.79,84.52,97.19,4015,122,894,4,SEN4619,V2.1.8,0,37.446,15.87045777537612,3.96,20.472,0
RD455947,2024-01-22 21:32:00,MCH173,Generator,Plant B,Morning,38.29,3.74,13.85,42.06,200.11,33.49,2416,6.86,Standby,18,NO,45,10,70.52,34.3,88.29,82.26,2682,276,420,2,SEN8980,V5.0.8,0,40.348,13.958245591763902,3.96,21.994,0
RD257593,2024-01-31 15:49:00,MCH929,Pump,Warehouse 2,Night,77.38,9.09,40.16,81.59,202.83,27.51,1633,31.5,Offline,14,no,51,5,37.07,34.35,28.42,88.11,8534,191,45,5,SEN6049,V1.2.1,0,51.398,17.38024366917784,4.144,26.572000000000003,0
RD577209,2024-03-27 22:06:00,MCH555,Conveyor,Factory 2,Morning,58.14,3.5,21.93,39.47,207.08,27.84,2055,39.38,Offline,3,YES,72,16,57.53,26.2,67.41,80.13,3719,64,748,2,SEN1663,V1.0.5,0,50.767999999999994,16.98462451748629,3.972,24.913999999999998,0
RD378078,2024-03-27 01:55:00,MCH494,Conveyor,Unit 1,Morning,43.9,8.63,30.16,44.36,229.49,35.88,2315,21.33,Idle,5,Yes,86,12,90.03,43.81,45.23,47.18,3953,146,906,9,SEN7751,V4.4.9,0,51.248000000000005,16.688555060279977,5.348000000000001,21.696,0
RD182432,2024-01-10 23:55:00,MCH106,Hydraulic Press,Unit 3,Day,42.04,6.69,35.21,75.74,235.52,10.07,1021,40.81,Idle,13,YES,87,0,48.09,33.52,44.59,45.83,8185,98,606,2,SEN7160,V4.6.9,0,51.95,16.08265525340876,6.33,28.262,0
RD215230,2024-04-14 02:44:00,MCH864,Transformer,Warehouse 1,Afternoon,32.83,7.74,16.26,48.18,235.64,40.28,1830,14.85,Running,19,No,35,5,76.93,39.67,91.58,92.61,6598,160,263,7,SEN8864,V5.0.7,0,50.858,17.37544013831006,7.130000000000001,28.744,0
RD268566,2024-06-03 05:57:00,MCH110,Conveyor,Unit 2,Night,75.7,3.99,17.17,58.49,221.18,43.75,2794,46.64,Running,3,no,75,14,87.08,23.93,52.3,90.12,7698,249,970,2,SEN3001,V4.4.6,0,50.522000000000006,16.738934255202643,6.11,24.146,0
RD332796,2024-02-05 06:44:00,MCH107,CNC Machine,Plant B,Morning,-999.0,3.52,7.09,32.26,222.49,18.98,2663,19.75,Maintenance,9,NO,14,7,81.44,42.5,99.68,90.71,9282,375,511,5,SEN9235,V3.0.3,0,-160.906,468.78837611442543,6.114000000000001,21.178000000000004,1
RD691104,2024-01-31 09:12:00,MCH176,Robot,Unit 1,Morning,48.27,9.21,35.33,32.85,239.1,34.95,1302,17.57,Running,8,no,14,24,60.7,32.5,27.71,63.77,7434,407,605,10,SEN3200,V2.6.5,0,-160.03199999999998,469.2694983375758,6.23,22.212,1
RD715807,2024-05-20 02:18:00,MCH499,Robot,Plant A,Day,41.95,3.7,26.44,78.12,229.17,43.06,1709,43.66,Faulty,17,Yes,1,10,52.0,17.61,61.75,71.67,4336,358,339,2,SEN3912,V4.2.3,0,-160.05,469.2598112453271,5.632,20.458000000000002,1
RD267149,2024-02-23 19:40:00,MCH562,Motor,Plant B,Morning,34.39,9.7,5.63,88.24,244.53,33.36,2598,17.61,Faulty,18,No,86,8,80.13,23.7,50.41,51.03,8518,284,897,0,SEN8987,V4.7.0,0,-159.738,469.4206041174589,6.024,18.332,1
RD708280,2024-03-17 14:45:00,MCH323,Transformer,Factory 2,Day,90.89,9.17,47.15,61.94,209.01,22.86,2813,29.49,Standby,12,No,45,16,98.02,32.26,56.31,86.07,6036,433,682,2,SEN8887,V3.2.4,0,-156.7,471.3703452700435,7.06,24.327999999999996,1
RD100543,2024-05-24 09:36:00,MCH285,Turbine,Unit 1,Night,89.22,7.23,45.99,40.22,205.72,46.62,1706,10.73,Standby,16,No,36,10,24.02,43.91,29.22,57.39,5334,465,648,0,SEN5136,V4.2.6,0,60.944,27.031520120038994,7.802,32.108,1
RD131150,2024-05-26 03:47:00,MCH719,Generator,Plant B,Afternoon,54.57,8.16,47.21,82.38,245.51,12.62,2463,8.71,Standby,15,NO,47,17,59.11,39.84,34.37,88.83,3142,443,711,0,SEN2744,V4.0.5,0,58.274,19.127990746549234,7.5920000000000005,34.484,0
RD346114,2024-06-19 11:53:00,MCH892,CNC Machine,Plant B,Morning,54.57,4.34,22.66,53.15,209.26,7.43,1764,37.29,Faulty,9,YES,89,10,53.36,39.33,72.07,47.1,9810,245,22,0,SEN3142,V1.5.8,0,58.274,19.127990746549234,7.719999999999999,33.728,0
RD229285,2024-01-04 03:51:00,MCH864,Generator,Warehouse 2,Day,54.57,8.2,21.13,53.13,214.07,9.78,2294,22.13,Running,14,yes,71,7,78.78,22.65,30.86,81.84,9584,232,255,0,SEN3855,V5.4.0,0,58.274,19.127990746549234,7.42,36.827999999999996,0
RD647083,2024-04-25 15:02:00,MCH838,Pump,Unit 3,Afternoon,86.64,9.69,35.84,76.35,233.41,15.92,1377,14.33,Maintenance,15,Yes,64,5,77.18,36.08,23.94,95.47,2107,483,399,2,SEN7462,V4.5.5,1,58.274,19.127990746549234,7.523999999999999,34.566,0
RD425847,2024-05-04 18:16:00,MCH662,Robot,Unit 2,Morning,66.59,2.41,31.75,54.03,207.83,26.89,2372,14.67,Running,6,Yes,46,17,99.04,22.75,27.59,81.17,9801,262,328,4,SEN1520,V3.4.5,0,58.274,19.127990746549234,6.56,31.718,0
RD246092,2024-06-28 10:27:00,MCH124,Turbine,warehouse 2,Day,37.77,4.11,17.88,58.72,237.45,37.25,1864,23.0,Offline,10,yes,76,22,83.12,44.26,63.64,97.12,7052,98,520,2,SEN4454,V5.2.9,1,58.274,19.127990746549234,5.749999999999999,25.851999999999997,0
RD318719,2024-04-11 04:01:00,MCH691,Turbine,Factory 1,Afternoon,45.8,1.25,37.19,67.77,201.14,39.36,2780,6.23,Standby,14,NO,3,19,64.12,34.72,36.31,84.59,9067,396,599,5,SEN6225,V2.9.2,0,58.274,19.127990746549234,5.132,28.758,0
RD902787,2024-05-07 19:03:00,MCH351,Transformer,Plant C,Night,52.23,4.97,32.36,77.42,244.52,26.94,1821,45.8,Maintenance,19,no,24,15,61.4,20.39,38.69,63.24,7818,481,744,5,SEN3522,V1.7.0,0,57.806000000000004,19.26937544395441,4.486,31.003999999999998,0
RD933154,2024-06-24 13:18:00,MCH970,Hydraulic Press,Unit 3,Afternoon,77.74,7.17,14.35,87.59,216.67,21.42,1358,36.5,Idle,3,NO,62,12,82.47,44.33,38.38,85.84,4409,407,770,3,SEN4353,V3.1.1,0,56.025999999999996,16.08849060664403,3.982,26.706,0
RD761707,2024-03-13 21:01:00,MCH748,Generator,Unit 3,Afternoon,52.43,5.7,3.99,47.82,202.02,28.11,2630,35.41,Idle,17,No,34,13,42.7,38.17,54.19,99.85,5934,64,89,4,SEN8461,V2.4.9,0,53.193999999999996,14.971557367223795,4.64,21.154,0
RD716401,2024-05-27 16:46:00,MCH890,Hydraulic Press,Warehouse 1,Night,82.7,7.82,39.79,47.12,216.56,35.96,2417,33.34,Offline,10,no,60,1,90.44,32.29,96.17,89.76,9762,90,538,5,SEN4954,V2.0.2,0,62.17999999999999,16.774634124179073,5.382,25.535999999999998,0
RD635652,2024-06-19 06:46:00,MCH639,Generator,Plant C,Morning,60.53,6.87,34.06,85.33,247.36,18.89,2928,23.44,Idle,9,NO,87,0,55.14,23.49,52.21,48.13,4011,97,781,0,SEN6104,V4.3.6,0,65.126,14.287905024882864,6.506,24.91,0
RD515489,2024-04-19 15:47:00,MCH571,Hydraulic Press,Warehouse 1,Day,20.02,1.83,45.42,30.67,204.68,29.98,2952,37.16,Maintenance,17,YES,39,15,29.88,39.15,73.56,55.1,2759,392,124,7,SEN9982,V5.2.8,0,58.684000000000005,24.88636433873122,5.012,27.522000000000002,1
RD194056,2024-01-20 00:28:00,MCH621,Conveyor,Factory 1,Morning,53.94,1.83,9.9,79.01,223.24,8.46,1151,15.02,Faulty,8,No,74,3,42.22,26.44,71.76,48.3,4014,5,350,5,SEN8875,V5.2.6,1,53.924,22.491170045154902,5.012,26.631999999999998,0
RD868635,2024-04-14 05:32:00,MCH123,Motor,Plant C,Day,-999.0,5.02,20.82,37.55,223.47,34.76,1110,1.52,Running,12,YES,50,14,42.63,25.25,67.36,59.49,3927,407,249,2,SEN2070,V1.3.7,0,-156.362,471.5848597230408,5.012,29.998,1
RD789683,2024-01-25 14:35:00,MCH168,Pump,Unit 2,Afternoon,74.22,3.54,28.13,45.57,209.38,6.49,1482,19.14,Idle,1,no,7,3,99.23,25.23,47.76,63.28,8925,185,82,1,SEN7224,V1.6.1,0,-158.058,470.5242173576192,5.012,27.666000000000004,1
RD892394,2024-04-28 23:58:00,MCH948,Robot,Plant A,Night,63.16,9.45,5.36,45.57,244.46,31.93,1265,13.18,Standby,18,YES,41,19,66.39,30.63,82.21,78.6,9410,430,162,2,SEN4443,V5.3.4,1,-157.53199999999998,470.8310373371748,5.012,21.926,1
RD262421,17-01-2024 06:31:00,MCH123,Compressor,Unit 1,Day,81.92,5.22,39.43,80.18,206.79,38.28,10000,27.82,Running,9,NO,13,12,30.95,43.18,56.79,96.67,7358,161,992,10,SEN6182,V4.1.7,0,-145.152,477.43420711130454,5.012,20.728,1
RD532934,2024-06-13 22:07:00,MCH250,Motor,Unit 2,Night,99.76,5.81,37.68,61.9,235.12,22.97,1111,40.29,Maintenance,14,no,31,15,86.54,35.96,48.11,57.54,1669,289,958,2,SEN4392,V4.9.0,0,-135.98799999999997,482.62253813927924,5.808,26.284,1
RD503030,2024-05-02 06:19:00,MCH106,Compressor,Factory 1,Day,67.23,6.5,17.3,63.85,243.18,10.58,1517,8.0,Offline,1,No,31,12,56.38,23.06,65.96,74.05,7020,261,45,8,SEN2553,V2.2.9,0,77.25800000000002,14.462175493337021,6.104000000000001,25.580000000000002,0
RD264558,2024-06-15 00:57:00,MCH543,Transformer,Unit 2,Morning,35.88,1.31,31.89,87.88,223.87,28.0,2630,13.28,Idle,18,NO,67,18,65.97,19.8,70.84,41.84,2557,489,807,5,SEN6952,V1.0.6,0,69.59000000000003,23.69354553459819,5.6579999999999995,26.332,0
RD970762,2024-06-22 17:33:00,MCH754,Compressor,Plant B,Morning,94.69,3.68,38.48,81.53,209.03,31.82,1143,20.36,Standby,3,no,34,6,60.34,27.96,32.73,70.54,7318,133,384,3,SEN2212,V5.0.3,0,75.89600000000003,25.667943626244735,4.504,32.956,0
RD607950,2024-04-25 03:46:00,MCH855,Conveyor,Plant B,Morning,53.02,4.18,38.68,53.32,235.65,36.33,2789,43.77,Maintenance,5,No,30,2,20.86,20.96,80.62,78.62,3807,219,490,1,SEN6852,V3.8.7,0,70.11600000000001,27.181584390908448,4.296,32.806,0
RD313713,2024-02-05 02:57:00,MCH806,Turbine,Unit 3,Afternoon,89.35,4.35,12.98,79.45,200.22,47.98,2661,49.24,Maintenance,4,No,25,24,40.36,32.14,45.93,98.65,5284,66,224,10,SEN1297,V4.6.6,1,68.03400000000002,24.62143639189391,4.004,27.865999999999996,1
RD399577,2024-03-09 09:59:00,MCH615,Motor,Plant B,Afternoon,95.49,6.79,9.61,78.19,210.19,25.95,2649,30.4,Idle,16,YES,18,2,88.27,41.34,85.27,63.31,4282,356,958,3,SEN7343,V2.2.7,1,73.68600000000002,27.469621948619494,4.061999999999999,26.327999999999996,0
RD366492,2024-06-21 18:06:00,MCH737,CNC Machine,Factory 2,Afternoon,83.82,7.85,15.92,61.68,210.19,23.6,2693,0.58,Idle,1,No,62,22,57.42,35.23,71.08,42.0,6557,170,844,5,SEN5547,V2.1.2,0,83.27400000000003,17.550470933854683,5.37,23.133999999999997,0
RD458848,2024-02-23 00:29:00,MCH507,Motor,Factory 2,Night,32.94,1.17,4.27,31.33,225.1,6.56,2558,33.05,Running,7,Yes,84,17,42.0,35.05,22.92,47.79,2510,63,896,4,SEN3065,V4.7.8,0,70.92400000000002,26.798554625204655,4.868,16.291999999999998,0
RD992558,2024-02-19 00:25:00,MCH700,Compressor,Factory 1,Afternoon,34.76,4.36,38.38,64.6,227.47,8.72,2770,29.99,Maintenance,13,Yes,67,14,25.53,34.09,71.44,74.65,111,334,814,2,SEN6439,V3.6.4,1,67.27200000000002,30.794667882607175,4.903999999999999,16.232,0
RD571461,2024-02-02 04:45:00,MCH217,Hydraulic Press,Unit 3,Night,84.38,4.21,8.34,44.39,227.47,30.42,2921,13.97,Maintenance,5,NO,3,23,96.63,17.19,63.79,76.89,8674,480,890,2,SEN7446,V4.1.3,0,66.27800000000002,29.97311995772342,4.8759999999999994,27.948,0
RD343944,2024-03-13 01:42:00,MCH187,Transformer,Plant A,Night,30.66,3.38,8.34,32.37,213.1,34.48,1348,22.79,Idle,1,yes,35,2,21.57,36.22,59.58,75.49,4558,51,578,3,SEN3614,V3.5.3,0,53.312000000000026,28.14367992996079,4.194,27.948,0
RD409479,2024-06-22 17:34:00,MCH603,Hydraulic Press,Factory 1,Afternoon,60.6,7.44,35.23,78.54,223.76,22.56,2411,24.73,Offline,20,NO,55,7,52.79,28.06,59.25,44.45,2075,285,771,2,SEN5451,V1.3.6,0,48.66800000000002,23.3602765394607,4.112,27.948,0
RD241952,2024-06-07 02:38:00,MCH297,Conveyor,Unit 2,Afternoon,30.31,6.3,44.19,65.16,241.66,34.66,2820,22.83,Idle,10,no,8,12,76.81,21.92,87.14,91.23,4980,331,870,5,SEN2749,V3.7.8,0,48.14200000000002,23.827887443079756,5.138,27.948,0
RD325013,2024-04-21 01:56:00,MCH116,Robot,Plant A,Morning,48.34,6.08,2.75,37.54,243.74,12.15,2702,17.03,Standby,13,yes,12,6,48.11,44.23,76.85,58.18,9330,416,494,7,SEN9844,V3.7.4,0,50.858000000000025,22.66688597933289,5.481999999999999,27.948,0
RD991870,2024-05-26 07:55:00,MCH306,Turbine,Unit 2,Day,86.13,6.44,49.23,63.46,230.55,11.98,1908,8.61,Offline,7,yes,55,22,91.24,35.31,81.13,64.04,6825,314,175,9,SEN8268,V2.9.8,1,51.20800000000003,23.318061025738782,5.928,27.948,0
RD678706,2024-05-07 22:06:00,MCH431,Conveyor,Unit 3,Night,96.5,5.28,42.88,88.23,221.48,15.44,1151,19.1,Faulty,11,yes,42,17,49.38,22.7,49.47,49.56,2849,189,837,0,SEN3275,V3.0.4,0,64.37600000000002,27.097470915199406,6.308,34.856,0
RD933412,2024-03-02 18:31:00,MCH513,Compressor,Factory 2,Afternoon,58.56,5.07,5.96,77.91,239.87,14.8,2262,36.15,Maintenance,18,Yes,60,21,88.54,23.25,98.39,43.9,8135,36,239,4,SEN8437,V4.1.6,0,63.96800000000002,27.183759305881107,5.8340000000000005,29.002,0
RD485979,2024-05-13 22:53:00,MCH731,Compressor,Warehouse 1,Afternoon,46.56,3.63,5.42,65.2,200.22,8.26,2681,13.07,Running,8,Yes,74,5,31.05,35.2,37.91,58.56,6427,139,986,4,SEN7053,V4.6.3,0,67.21800000000002,22.766159535593125,5.3,21.248,0
RD921667,2024-05-08 05:16:00,MCH424,Generator,Factory 2,Morning,62.83,5.24,36.27,79.72,202.02,20.84,1748,17.66,Running,19,Yes,18,9,72.96,21.2,89.42,86.87,654,238,50,7,SEN2022,V5.6.6,0,70.11600000000003,20.579575554419915,5.132000000000001,27.952000000000005,0
RD890771,2024-05-24 23:30:00,MCH359,Pump,Plant C,Day,71.08,1.92,39.61,77.76,216.5,35.08,2911,5.91,Running,9,Yes,10,23,85.22,41.83,37.35,91.2,9519,121,537,1,SEN4785,V4.0.1,0,67.10600000000002,18.663174435236837,4.228,26.028000000000002,0
RD526445,2024-02-10 17:30:00,MCH302,Conveyor,Unit 2,Afternoon,43.49,2.95,38.18,43.6,219.47,7.38,1270,34.62,Standby,16,yes,47,24,58.36,44.69,76.53,83.34,9797,304,581,3,SEN9524,V3.6.9,1,56.50400000000003,11.45592117640819,3.7620000000000005,25.088,0
RD829333,2024-01-12 07:31:00,MCH530,Hydraulic Press,Factory 1,Day,88.4,5.96,37.82,36.16,242.46,46.68,-500,13.29,Running,12,Yes,23,0,45.67,21.12,34.82,58.09,5374,403,921,8,SEN6331,V1.9.1,0,62.47200000000002,18.439055561499828,3.94,31.46,0
RD187688,2024-03-05 16:50:00,MCH198,Motor,Factory 1,Morning,22.81,7.82,8.33,64.3,220.45,34.29,1413,41.37,Faulty,19,YES,45,21,24.04,20.49,30.84,63.42,903,253,608,8,SEN4791,V2.5.7,0,57.72200000000002,25.333106205123713,4.7780000000000005,32.042,0
RD922160,2024-03-29 17:31:00,MCH457,Turbine,Unit 3,Afternoon,-50.0,2.47,39.2,74.6,216.72,31.68,2949,20.51,Idle,8,No,90,22,32.86,35.55,89.31,80.44,6156,259,383,10,SEN2139,V4.5.2,1,35.15600000000002,53.84905040945548,4.224,32.628,0
RD231911,2024-01-28 23:13:00,MCH177,Turbine,Warehouse 2,Night,95.93,6.79,30.28,58.68,209.32,9.11,2858,28.56,Faulty,4,NO,23,21,60.29,38.19,31.12,42.88,1182,444,147,3,SEN3545,V4.5.3,0,40.12600000000002,58.90314448312651,5.198,30.762,0
RD795933,2024-05-15 15:09:00,MCH685,Turbine,Plant C,Night,48.4,4.9,40.55,80.63,220.93,10.56,1334,37.24,Maintenance,19,Yes,62,24,73.9,20.88,52.62,74.67,2841,86,763,9,SEN1320,V4.8.4,0,41.10800000000002,59.01407179647984,5.587999999999999,31.236,0
RD156407,2024-01-03 02:12:00,MCH966,Pump,Unit 1,Morning,27.46,4.26,45.44,63.42,230.68,24.72,1702,35.64,Offline,3,NO,51,1,27.84,22.63,32.67,52.74,4101,152,543,0,SEN1923,V2.0.7,1,28.920000000000023,52.76751036386005,5.248,32.760000000000005,0
RD677909,2024-04-18 16:36:00,MCH659,CNC Machine,Unit 2,Day,51.02,5.4,23.47,47.91,226.32,29.82,1629,35.46,Idle,17,Yes,19,18,41.33,26.03,91.82,91.49,662,330,834,2,SEN5476,V5.1.2,0,34.562000000000026,53.45455471706857,4.764,35.788,0
RD511718,2024-03-07 07:21:00,MCH790,Transformer,Plant B,Afternoon,59.43,5.01,47.15,47.9,226.2,10.21,2856,4.87,Offline,17,YES,44,19,96.97,41.81,71.03,95.55,1184,143,789,8,SEN4423,V4.0.4,1,56.44800000000002,25.011288851238326,5.272,37.378,1
RD449414,2024-04-03 15:25:00,MCH428,Robot,Unit 1,Afternoon,68.24,6.81,11.97,87.1,247.82,20.95,1669,42.57,Running,9,yes,30,9,82.78,16.56,33.17,51.34,8018,255,760,5,SEN5064,V4.3.5,1,50.91000000000002,15.24084971384726,5.276,33.716,0
RD516589,2024-06-01 04:22:00,MCH759,CNC Machine,Plant A,Morning,75.12,1.19,8.36,83.44,229.52,35.98,1466,28.19,Idle,9,YES,24,1,39.23,42.95,43.03,51.34,3478,44,756,0,SEN6315,V1.0.1,0,56.25400000000002,18.480843595466048,4.534,27.278000000000002,0
RD814007,2024-03-26 02:45:00,MCH489,Robot,Plant B,Morning,72.74,6.78,26.17,32.06,245.89,26.06,2431,36.14,Faulty,18,yes,88,23,94.49,35.67,81.51,87.36,1416,220,96,0,SEN2641,V1.7.5,0,65.31000000000003,9.985043815631393,5.037999999999999,23.424,0
RD243692,2024-05-14 20:05:00,MCH762,Transformer,Unit 3,Day,78.25,4.79,13.56,56.93,205.59,26.01,1562,3.36,Standby,6,no,46,10,95.0,42.98,78.3,47.82,614,258,728,7,SEN3220,V2.6.0,0,70.75600000000001,7.310084130848219,4.916,21.442,0
RD916700,2024-03-10 13:03:00,MCH534,Pump,Unit 2,Night,37.96,6.24,6.93,40.57,246.62,24.65,2251,43.64,Maintenance,12,NO,15,17,40.94,41.88,33.49,61.16,9327,379,320,1,SEN5400,V4.7.4,0,66.46200000000002,16.346685290910777,5.162,13.398000000000001,0
RD568729,2024-04-26 12:54:00,MCH839,Motor,Factory 2,Morning,42.7,8.46,26.16,84.91,242.47,20.21,2019,13.5,Running,12,no,30,10,63.54,22.85,47.57,73.37,2164,159,414,1,SEN6325,V4.0.9,0,61.35400000000002,19.364074467943947,5.492,16.236,0
RD595060,2024-04-14 02:56:00,MCH542,CNC Machine,Plant B,Morning,67.32,7.98,43.46,44.71,223.97,12.81,1125,30.22,Maintenance,12,No,87,12,25.5,21.81,22.0,97.67,9857,256,59,0,SEN4711,V4.5.7,0,59.794000000000025,18.26055804185837,6.85,23.256,0
RD294785,2024-06-25 04:37:00,MCH379,Generator,Warehouse 2,Day,68.83,3.58,10.19,60.99,214.79,37.24,2745,26.54,Maintenance,1,yes,30,8,53.31,37.68,89.6,60.93,9337,134,890,6,SEN3721,V4.7.1,0,59.01200000000002,17.640753101840026,6.209999999999999,20.060000000000002,0
RD748431,08-03-2024 15:26:00,MCH156,Pump,Plant A,Morning,58.38,9.66,49.91,72.1,204.39,30.25,2952,0.87,Idle,7,Yes,67,0,53.31,18.55,33.49,75.87,9840,38,577,3,SEN4662,V5.3.6,0,55.038000000000025,14.107799970232008,7.184,27.330000000000002,0
RD491964,2024-01-18 10:03:00,MCH684,Transformer,Plant A,Afternoon,82.46,1.05,6.71,44.56,213.98,42.06,1285,2.05,Standby,14,NO,71,8,59.84,15.59,36.94,59.51,342,319,952,8,SEN1903,V5.2.8,0,63.93800000000001,14.666101049702295,6.146,27.285999999999994,0
RD537519,2024-06-21 15:51:00,MCH510,Turbine,Unit 3,Day,65.62,8.67,41.36,38.83,201.15,39.49,2755,3.27,Running,5,NO,72,3,23.35,27.13,22.48,90.8,6661,455,930,3,SEN1505,V4.7.4,0,68.52200000000002,8.761981511055538,6.188000000000001,30.326,1
RD859929,2024-05-06 00:37:00,MCH562,Pump,Plant B,Night,41.12,2.2,9.55,87.94,227.35,27.34,1278,49.0,Running,14,NO,12,15,73.98,29.16,50.25,59.63,3352,281,788,8,SEN1632,V5.8.2,0,63.28200000000002,15.159370699342334,5.032,23.544,0
RD107063,2024-04-17 00:50:00,MCH488,Turbine,Warehouse 1,Day,93.11,5.92,33.34,77.87,204.84,13.55,1927,26.35,Maintenance,1,no,27,11,31.34,33.27,29.86,70.21,6306,106,641,3,SEN4544,V3.4.0,0,68.13800000000002,20.37309303959708,5.5,28.174,0
RD788561,2024-03-08 17:06:00,MCH284,Motor,Unit 1,Day,37.12,8.96,35.17,88.73,227.74,19.43,1819,10.02,Running,1,no,60,6,88.53,26.18,44.64,41.79,6120,485,614,3,SEN4624,V2.2.7,0,63.886000000000024,24.68173373165019,5.360000000000001,25.226000000000003,0
RD264202,2024-06-15 03:00:00,MCH288,Robot,Warehouse 2,Afternoon,85.78,2.92,24.13,70.38,245.29,39.14,1527,29.92,Faulty,11,Yes,36,5,37.63,31.88,52.07,84.29,1990,170,188,1,SEN4876,V5.0.4,0,64.55000000000003,25.342164469517574,5.734,28.71,0
